lebanon,3493
conner,3257
earnings,136
alliance,2049
re-election,7088
solicitation,5835
crandall,9879
parcel,7056
foam,8958
lawsuit,2545
water,1093
payment,1208
declare,7988
carr,9626
apogee,7260
washington,514
environmental,1084
stephen,1897
usair,2044
hoped,2860
lawson,1381
bloomingdale,3351
equation,9884
drastic,9882
foreign-currency,8964
fixed-rate,3180
n.h.,8252
structured,5021
competes,7948
viability,9549
prison,2625
skinner,6214
pentagon,1479
dallas-based,8819
tailspin,7756
wcrs,2975
update,9849
ashland,4620
thus,1113
ron,6608
dreyfus,6010
she,163
sad,7687
bang,6763
aware,2647
receiving,3627
jobs,1147
samuel,3755
zero,6276
dan,4668
stream,6224
enough,543
fresh,2610
phased,7608
training,2018
colgate-palmolive,7939
cane,7303
lake,3989
circulating,7320
flies,8956
comfortable,3073
circuits,7319
industry,153
arias,6751
address,2833
disciplined,8010
lackluster,3720
prof.,6173
kean,6492
salvage,9382
johnston,9897
note,953
underwritten,7207
turmoil,2762
tisch,7188
always,849
fit,2799
inched,6473
miami,2816
bozell,9617
pounds,3308
nonexecutive,9207
experience,1530
sporting,9917
contributions,2433
medium,7547
animals,3925
position,532
shelters,6631
manufacturing,736
consumption,2594
diverse,7376
flexibility,3701
hertz,9891
mired,8241
being,213
electricity,3473
restoration,7109
ecological,8883
sacramento,3887
survived,5846
revamped,6603
nashua,4520
manhattan,1429
assist,3929
mcnamee,8227
tax-exempt,4584
rocks,8374
faces,1759
contacts,5964
camp,6338
associated,1650
sit,3045
crude,1879
breakers,4857
cook,7965
seven-year,6627
john,400
viable,5569
treating,6245
fur,6046
circumstances,2294
a,6
theater,2699
not,63
franchisees,4120
investing,2178
achievement,5887
invests,9721
regulators,1090
pumped,7648
fournier,5403
recipients,9317
read,1336
outsider,9763
w.,1835
harrison,8126
winnebago,6714
prevent,1385
keen,8188
defend,2787
software,995
combines,8759
show,464
morally,9179
evolution,6409
thinking,3237
azt,4843
berlitz,9972
willing,1291
phrase,7613
b-2,7274
fashion,2387
nekoosa,1912
lobbying,4315
petrochemicals,9252
probability,9292
arnold,5068
economic,233
dealing,2526
mainstream,6116
expire,2798
pilot,2496
concern,287
restructure,3752
crusaders,7978
emerge,3823
rtc,4786
hammack,9004
revival,5809
annual,367
seven,914
agnos,5284
let,1028
achieved,2708
venerable,8516
related,865
realistic,7091
levels,790
approves,7855
plastic,2558
sassy,5822
jackson,3986
noncallable,5185
world,219
creeping,8803
fort,4706
managed,1858
indicated,1301
emphasized,6400
earns,6012
opposing,5755
spill,3639
dressed,8874
routinely,5222
virtually,1775
survey,1112
develop,1288
correction,6818
searching,6621
shrink,7701
mostly,1431
quarterly,1088
govern,7451
visa,6265
technology,503
creditor,4252
placing,9260
acknowledged,3055
triple,7198
village,6702
contemporary,5350
replied,7103
bpca,6328
stronger,1947
retire,3224
spends,5537
shut,2959
recognizes,9319
resolve,3522
pile,9257
motive,9185
ropes,9372
incumbent,9051
sweet,5847
sole,3761
toxic,7769
than,55
changes,512
illegal,2132
diversity,9669
departments,3167
disappears,8854
pediatric,9245
misconduct,9167
devastating,5651
newsprint,5470
minute,3999
lose,1514
march,619
besieged,9869
surprised,2512
nebraska,7031
franco,6917
island,2863
rating,1387
witnesses,4823
brought,1130
attacks,3792
drug-related,7387
constant,4873
ongoing,5480
disappointed,3168
boesel,8668
well,200
workplace,8553
aimed,1504
recording,5210
single-a-2,6213
kept,1791
voted,1950
vulnerable,4054
male,3724
pitching,9777
turn,836
tube,7201
philip,1684
repaid,5804
nov.,407
conferees,5961
high-tech,4294
architectural,8618
manipulate,8222
rebuffed,7656
sen.,972
rebels,3518
oat,9216
coniston,4446
am,1632
added,283
develops,6846
younger,3054
chevrolet,4240
tokyu,4388
microprocessors,9745
conference,877
aggressive,2207
daffynition,8817
joke,9082
announcements,5292
ted,5254
bar,2715
tighten,9497
recorded,2503
credentials,6370
house-passed,8144
route,5816
springs,5239
capped,3067
say,117
tone,3333
treaty,3136
oliver,4754
noranda,8266
exactly,2663
hell,9015
shots,9410
cancel,5931
opted,9225
magnetic,4510
panama,1862
contractor,3362
turns,2465
runaway,9375
reunification,5808
cooled,7342
charter,3572
substitute,5842
repression,7671
soybean,5534
partly,1109
claims,593
automated,5591
considerable,2722
civic,8748
deal,495
tracks,4206
swing,5550
april,850
additionally,8584
repeatedly,4024
motorola,4001
reject,4553
resign,6598
nasa,3105
abandoning,8573
bottling,7895
glad,8988
treated,5561
furthermore,6439
prospectus,6177
jewelry,4304
cautious,2523
cascade,8727
en,8897
hits,3602
intel,2177
signals,4795
operation,1151
class,1354
spite,7723
factors,1424
lacking,8196
reuters,6196
abrams,8576
jenrette,3284
lent,6503
dayton,8824
turf,6689
denominations,5647
possibility,2272
faculty,8070
rallies,6185
against,174
boom,2521
ahead,968
retirement,1436
abuses,7830
compensate,5619
isolated,6088
rough,5221
degrees,6381
jacobson,3846
masters,9142
third,277
strictly,9455
processes,5787
wachter,9999
push,1828
advising,4608
40-year-old,7827
band,4231
takeovers,3328
penn,7060
allowing,2518
prototype,9300
thrift,1073
libya,9732
contraceptive,8789
manila,4738
liked,9733
watson,5273
treasurys,4048
probably,684
covers,3464
expanded,2439
hearts,8129
duo,8879
jeans,9078
episodes,8908
vault,9546
penny,6153
entertaining,8051
vacuum,9544
best,598
try,882
heightened,6464
ought,2556
featured,5669
agriculture,2711
coates,8753
acknowledging,8582
anyway,3790
approved,678
rushed,5521
charts,7923
column,4442
converted,3579
three-year,3331
brooks,2336
communists,4649
femina,4474
merely,2448
sooner,4797
drain,5109
vacant,6258
satisfactory,8388
handful,2923
lortie,7531
13-week,8569
tumor-suppressor,9526
extract,9686
americans,1013
kevin,9088
taste,5030
through,148
outsiders,5758
greeted,8995
bright,4082
visiting,7220
inning,9894
insurance,239
deadline,3166
metropolitan,2743
striking,4196
unfortunately,3776
clinical,5335
review,1277
thief,9493
utsumi,7791
scattered,7689
photography,9990
imported,3021
arctic,8619
labs,8195
lexus,6106
faith,6898
roper,7119
venture-capital,7218
worry,2020
circuit,2162
middlemen,6123
leipzig,9731
inch,9048
pros,7642
realized,3311
modest,1451
previous,559
nguyen,8262
madrid,9133
joseph,1971
drink,4465
cheaper,2993
east,518
community,922
schedules,5825
dictaphone,9937
wave,2894
intentions,6084
totaling,2641
goodwill,8111
industrywide,5149
rampant,9312
hundreds,1680
door,2059
define,9655
drifted,7386
collaboration,7940
kaiser,5702
innocent,6479
seeks,2458
bus,4436
recent,181
lsi,9129
program-trading,2875
select,4363
temporarily,2152
decrease,4454
invitation,8166
latest,467
bernstein,4432
defined,4256
tax-free,5555
found,551
country,357
crimes,3580
prepared,1574
supervisors,6660
airplanes,7843
decided,1102
precisely,5780
wells,1951
roe,7678
fertilizer,8074
dilemma,6852
peladeau,5765
tough,1407
wang,1983
print,4013
undo,9534
energy,770
weekly,2078
lid,9112
slid,2824
men,945
remain,707
u.n.,5861
afloat,9861
corp,584
repair,2880
inflows,8156
traders,280
rear,9316
regained,8356
reporters,2194
peaceful,7601
musical,6531
opposite,4334
advocate,6285
soften,9429
tendency,7179
portugal,8315
prevailed,7633
sterling,1648
ackerman,6282
deferred,8831
hawaii,4914
dealt,7355
continent,8788
welch,8541
overruns,8284
condemn,8775
mirage,5734
crest,7973
managers,586
schedule,2756
below,628
installed,3845
steinhardt,2695
sachs,1691
redmond,8354
savaiko,6205
tax,217
keeping,1937
one-third,2680
suffer,2964
yorker,9858
accelerating,7241
festival,8075
stressed,6226
done,924
grip,5409
strengthening,6225
jump,2134
confrontation,4869
settling,4791
want,358
dictator,5099
satisfied,7123
pasadena,7596
spoke,4800
1970s,2203
rid,5812
regard,5211
balanced,7873
directors,748
protection,957
inspector,7490
indian,2862
contrasts,9875
expects,405
skf,8417
co-author,7936
aviation,3793
broadly,4083
copyright,4449
retain,2457
erosion,8057
assistant,1634
talk,1200
weighing,8539
continue,385
billion-dollar,8658
reinforce,6593
vans,5269
discouraging,5999
german,771
stance,3898
junk-holders,7507
internationally,6970
lawrence,2398
peak,3506
pulp,2563
trotter,5859
fare,3828
tennis,9486
jets,9081
mergers,2933
armco,8622
magna,7534
companies,101
mercantile,3201
partners,918
s.p,7120
closed-end,5949
preparing,4012
participant,8288
stepped,3899
workstations,5577
supplement,9465
exceptionally,8925
entry,3963
stemming,4372
chores,7316
severe,2568
hard-line,9007
stadiums,7725
rival,2147
influence,1909
fasb,7421
seagram,4185
neighboring,6537
some,57
o'brien,7039
dignity,9880
hurry,7476
unfairly,5865
northrop,5747
blunt,8667
lets,9110
rome,7118
keith,6091
mclennan,7015
diseases,4464
zones,9582
gov.,3017
evaluation,4693
remodeling,7667
profession,7079
restored,4178
dominates,8864
lovely,9126
accused,1776
cosby,5974
circus,5332
penney,5191
spending,508
centerpiece,8732
failed,779
nyse,2356
practices,1799
hill,2062
broadway,8694
joining,3191
slower,3325
aetna,2710
flags,8953
drawings,8873
hk$,8137
fashionable,6900
nevada,6131
outlined,9232
satisfy,7124
law,278
trillion,1746
administrators,6731
bargain,4845
gordon,6053
ounce,1916
virgin,7802
cubans,9651
tale,5849
scheme,3634
bill,260
1960s,4220
be,25
upscale,4395
little,326
daly,4452
yen,255
decreased,7989
choose,3252
group,96
profitable,1623
sentences,6625
scary,9911
ignoring,4132
killer,9090
legislature,3607
belt,7883
tougher,4589
slim,9425
flaw,8954
reset,3521
shevardnadze,4563
quayle,6586
brick,5921
collected,6353
information,529
bounce,7287
faded,7418
refusing,7661
surprisingly,3540
transactions,1092
ratios,7653
seemingly,5225
underground,7777
relatively,1308
deteriorating,6385
warned,2286
anticipating,7851
taped,6668
losing,1823
sandinistas,6614
philippines,3402
african,3144
likely,371
mad,9132
discount,1176
spurred,6219
ability,1139
pipes,8304
were,46
drabinsky,4266
naked,9749
san,305
bondholders,4235
honesty,9027
textile,4384
reserve,720
congressmen,5962
utah,4053
already,292
subordinates,9457
appear,1292
hearst,4915
aquino,7264
boards,3352
retaining,7111
dividends,1422
telephone,732
existing,1251
institute,758
cited,1372
fraser,8971
household,2263
profitably,9909
nbi,5468
break-even,8684
ones,1454
cycles,5635
burton,7299
stars,6221
premier,5781
corning,5971
becomes,2899
aside,2520
centrust,9975
holiday,2739
ignorance,9040
requiring,2881
surgery,4382
technique,3236
after-tax,2421
jointly,2029
elegant,8043
downtown,3368
devised,8003
frame,6914
heading,4486
eaton,6013
ten,7760
female,4280
straszheim,4804
a.p.,7236
mouth,9186
bank,104
legg,9105
golf,3974
early,266
rejection,4022
stoll,5244
fight,1447
emphasis,3267
regulations,2067
insist,2615
franchisers,6915
foundation,2608
production,359
page-one,7592
injection,6965
athletics,5300
motivated,9184
channels,7312
alaskan,6738
evident,5117
itt,4302
mistakes,6126
saudi,3632
grim,6451
acid,7244
gone,1851
morgan,906
mather,4319
distributors,6395
pertussis,8297
ports,8314
representation,7104
begins,2649
danger,3949
herald,4292
lufthansa,6514
patient,4338
exchange-rate,6022
howard,3280
latter,4502
peter,1164
weapons,2895
cynthia,8815
conditions,1082
coordinator,8795
shake,4792
lumber,9130
cruz,7347
commodity,1393
hepatitis,8132
high-yield,2131
greene,8115
von,8528
cash,267
bikers,7284
george,1027
managing,1275
mafia,7533
atmospheric,8632
sideline,9413
proven,5790
exchanged,7409
roger,3318
mental,6525
willingness,6272
given,728
down,118
overhaul,3399
prompt,6175
streamline,7164
occurred,2868
mature,3198
ahmanson,7842
confirmed,1960
abundant,8578
creates,4451
player,2559
explore,6025
succeeding,3132
fell,202
senate,463
humor,7474
concerns,827
surrounding,3646
limits,2309
blues,9612
detected,6844
recycled,9794
ordinary,3863
rebound,2948
temple,5031
covert,4249
kidney,6093
aide,2712
two-thirds,2643
been,58
operates,1915
edward,2085
their,51
fish,6905
mixed,1765
marous,9141
civil,1216
stanza,9828
drove,4269
allowance,8602
improving,4133
euphoria,8918
defenders,8830
quota,7086
operating,298
fixed-price,8082
duty-free,8035
broadcast,3247
vacancy,6257
qualified,7083
wash.,6706
temptation,7178
formation,5675
removing,4988
integrated,2264
abroad,1900
deficiency,8833
abc,2158
helps,3019
complained,2525
farmer,3176
mode,9170
competitor,3806
constantly,4654
lotus,3855
array,4424
attended,3665
test,901
return,502
maintenance,2546
bleeding,8663
washington-based,9558
potato,9270
unemployment,2419
predicted,1688
cboe,6799
cd,2052
connected,4247
colombia,5336
acknowledges,4408
impressive,5423
secure,3890
ethical,6020
lowest,3993
going,324
bone,8672
adequately,7247
register,5512
judgments,7505
discontinued,3817
deductions,5091
barrel,3565
suggests,2041
term,1080
responsibilities,4027
prevailing,9782
attractive,2427
departure,2846
administrative,2205
weirton,9928
sri,9445
attribute,7869
command,6813
inevitably,6477
citicorp,1989
provides,1306
rocked,9369
dunn,8878
eagle,3370
patterns,5189
bold,5312
travelers,3429
de,990
nerves,6538
need,480
adopted,2206
strong,404
hhs,8133
residence,7106
elsewhere,1734
naturally,4746
dire,6854
sharing,8403
analysts,164
fiber,7426
cigarette,4241
fernandez,8946
teddy,4585
quoted,1185
obtaining,5477
form,942
scientist,4788
bradley,5918
markey,7010
assassination,4621
consumed,6365
everyday,6892
child,2249
city,285
sports,1259
semiannual,7135
recessions,8349
romantic,8378
recommending,7093
domination,8865
cleared,3161
underwrite,6694
jay,5161
stanford,7159
powerhouse,8319
houses,1328
accounting,1409
devices,1673
original,1533
other,61
anger,5583
representatives,1868
subsidized,6228
emissions,4468
mirror,5735
expenditures,3966
downward,3006
comments,2295
marina,3611
ftc,4475
amendments,5289
delayed,2789
extreme,5668
lobbyist,5445
high-definition,5416
gauge,5132
trained,7194
pop,3511
loath,9121
fast-growing,6419
harm,5413
blank,6319
prior,1891
one-year,2554
arabs,7857
denying,6840
bosses,6325
completing,5957
panamanian,3503
strengthen,4373
cause,1202
conspired,8784
scholar,8390
relief,1741
flagship,5400
microprocessor,6122
analyzing,8610
sights,9416
tightening,9498
affairs,1699
bench,4078
wedd,8537
long-term,690
specializes,4798
borrowed,3453
character,3250
spreading,6651
delegate,7362
providing,2065
democratic,962
mildly,9161
scorpio,8392
inventories,2397
lights,5167
hancock,8122
funded,3480
pot,8318
behalf,2771
he,28
asking,2022
popularity,4535
afghanistan,5582
kingdom,4309
metals,1793
difficulties,3005
cleaning,5947
softness,7714
controlled,1756
compact,7334
input,9056
callers,9956
pervasive,7606
supplemental,8443
drugs,1374
restrict,4358
p&g,2228
semiconductor,2233
1920s,7825
imports,943
hoffman,4490
titles,7768
supporters,2697
depository,5095
substance,5545
toronto,2112
dig,9661
morristown,9181
sum,5246
anti-drug,7850
mine,2140
consisting,4447
benefits,987
reinvested,9799
dean,2785
improperly,6953
stress,3233
proof,5501
presents,7631
unique,6697
simpson,7705
homeless,3977
f,6897
newspapers,2403
bonds,128
banned,3668
firmer,6904
demonstrated,6837
retreating,9352
heads,2540
mandate,7538
singled,7709
motor,993
expand,1707
fetch,6903
ranged,5509
norman,4951
arbitragers,5903
moves,1104
wilfred,8549
trimmed,5037
unable,2283
seasonal,3756
government-owned,6925
educate,9674
priority,2561
briefing,8687
sydney,5249
then,223
extensive,3475
transatlantic,9512
prisoner,9288
ps,3406
chartered,6344
executions,8062
acquirer,7835
fla,8083
buildup,6335
magazine,781
wooden,9855
amicable,8608
lire,3392
meant,2866
northeast,2552
me,811
disclosed,870
diego,4260
developing-country,8844
col.,7329
affects,8591
reactions,5209
stein,3640
copying,6366
permission,3035
handed,5139
infection,9053
downside,8028
resigned,1245
signature,8414
backers,6305
slide,2276
escaped,6019
instrument,4495
suddenly,3539
language,2135
integrity,5432
something,784
refusal,7099
sanctions,3415
parliament,2557
marc,9139
play,1119
accord,1749
profit-taking,5498
shrinking,6634
traveling,7197
soldiers,6642
free-lance,8096
belongs,6773
publishes,4977
qintex,1243
kohlberg,9725
gulf,1470
looked,2814
va,6256
carries,2430
coffee,2121
good,262
ridley,7114
recreational,8352
hyman,9032
ohio,1572
put,335
church,1957
indonesia,8155
relevant,6594
pesetas,9250
blair,6778
deployed,8837
fate,4903
incorrectly,6957
alberta,5285
reviewing,4782
fallen,2129
manufactures,9138
quiet,2748
pan,4955
first,74
damp,5638
capita,7306
ag,1669
necessarily,3617
brings,4859
nec,2550
therapy,6239
opportunity,1477
rates,172
entered,2127
agricole,7250
quarter,109
legitimacy,9730
peripheral,9247
driven,3819
dpc,4265
fairfield,8937
bay,756
notable,9209
expressed,2167
deaver,6831
challenge,1877
enabled,7401
busy,3248
exercisable,4695
princeton,8327
demanding,5364
trusted,9924
effort,676
trigger,5562
alleging,5896
conservative,1274
istat,9072
24-hour,9584
patents,4758
amusing,7846
scams,6206
nonsense,9755
ginnie,5135
families,1882
ton,3548
thompson,2574
responsible,1869
o'connell,9215
n.j,4519
intervened,9065
shortages,6211
cell,3455
attendance,6300
mink,9166
warrants,2046
reoffered,9341
intensely,9895
resources,1063
intelligence,1643
admits,3559
principal,1517
bennett,4633
privileges,9291
accepting,5055
alarm,7844
eastman,5377
pointing,6571
plain,6163
bass,3931
reimburse,9797
advises,6284
which,41
roadways,9365
embarrassing,6880
thereby,6675
resume,2504
serves,4561
plunged,1621
black,752
baum,6768
month,168
publishing,1596
ago,195
obvious,3203
arteries,7863
sell,184
simultaneously,6212
birmingham,5915
jacobs,8173
stem,3535
autos,7271
publisher,2193
comply,5342
shoulder,5830
500-stock,3919
advertisers,1698
ronald,3412
second,334
locked,6112
maximum,2548
recreation,8351
forecast,1469
insiders,4494
formed,2256
wohlstetter,7227
joint,795
employ,7399
plummet,9906
bob,2586
motel,9183
walker,5572
bolster,3353
2-for-1,6722
wash,6269
sides,1802
container,5624
projected,3515
raw,3408
weaker,2763
voice,1982
suggestion,5843
strain,5019
unix,7785
window,3779
constitute,5622
corporate,352
mcdonough,4321
quietly,4979
per-share,1889
moved,1265
manager,609
klein,6094
denver,4457
replace,2008
comparable,1991
feeds,8944
generating,7445
unisys,3431
generale,6049
four-year,4707
technological,7175
third-quarter,348
disappearance,8008
plus,1716
spouses,8427
toilet,8471
birds,8660
attracted,3242
bought,680
export,1446
journalists,4731
assess,5298
gould,4482
clara,5946
refrigerators,9796
fails,5390
kraft,5437
merrill,812
climbed,1324
alleviate,8601
key,862
away,597
pretty,1766
chevron,3675
referred,4019
census,5328
demand,436
craze,8802
steelworkers,7729
intensify,7493
ifi,9038
fix,7430
meredith,4148
karen,8187
inherent,6963
think,316
beef,5307
fulfill,6919
sheets,5006
wheat,4058
advocates,3560
accessories,5056
avery,4076
disclose,1994
jetliner,9080
hamilton,5412
labeled,6494
make,138
prosecutor,4770
over,94
brawer,6329
disrupt,8015
ordering,5756
microsystems,5178
bebear,8652
sabotage,8383
could,79
brussels,3672
respond,2882
cotton,3260
jose,3490
recruiting,5796
unwilling,7788
basketball,4077
boxes,5917
balls,8643
deep,2913
frustrating,9698
specter,5837
pennzoil,6154
present,1827
coalition,3805
engineers,2731
october,522
atlanta-based,7866
crossed,7975
kind,944
hire,3485
maynard,3101
venice,7795
richmond,4181
audits,6760
fuji,3835
owns,832
shifts,9406
serious,1174
atlantis,6758
italian,3489
properly,4344
bolstered,5313
ownership,1457
evaluating,6405
honda,3839
focus,1235
eidsmo,8891
parallel,6148
institutes,5152
issuer,7495
narrowing,6533
yards,8562
schroder,8391
figured,5395
buy,182
principles,6170
liquidated,6508
usia,5868
bacteria,5911
alto,4068
cards,3068
monetary,1452
percentage,760
homes,1512
bit,1874
milton,3499
initiated,6964
iafp,9034
conservatives,2997
statement,685
ogden,7582
farm,2090
depending,3263
\*,6279
single-a-1,7707
exemption,6413
hero,6941
ultimately,2156
bond-equivalent,9613
gary,3185
hampshire,2261
elderly,3959
ufo,8491
grumman,6059
comedy,4095
finnish,4703
whitbread,3658
edt,4686
dillon,9881
resulted,2566
verwoerd,7797
adjust,4830
unprecedented,4209
pools,7068
limitations,5712
fines,4702
testing,2972
revise,9806
file,1996
hypothetical,9033
deteriorated,8842
purchase,498
allied-signal,6740
ana,6292
briefly,5922
assure,8630
tobacco,2514
olympic,9759
elements,6398
metromedia,7021
coordinate,5970
fred,6043
evans,3589
chance,1370
oddly,8276
using,666
billings,6317
substantially,1805
deadly,8826
deng,6839
kabul,4305
commerce,1203
larry,4734
thrifts,1834
buoyed,5603
jurisdiction,6979
entirely,3172
maturities,4320
day-to-day,5640
grabbed,7452
average,196
g.,3087
bowling,6326
dropping,3694
rewarding,9358
fuel,2218
grave,7455
ran,2456
hired,2486
benson,4233
banks,247
watts,9560
crystal,7348
laying,6497
drama,5373
frustrated,6436
plaintiff,9904
ira,4927
nowhere,9211
allowed,1140
erbamont,6018
epa,5382
commerzbank,9641
switching,7752
desperate,6384
increased,368
wait,2580
florio,3702
employed,4272
town,1745
manage,2930
owned,1023
adjustable,3558
sons,3127
give,437
implement,7482
more,45
crisis,2055
generic,7446
exceeded,3375
plea,3305
beers,5308
omaha,8279
concert,9644
dlj,8861
altered,6291
forest-products,4705
adjusters,4222
appropriate,3149
climbing,5948
battery,4848
making,423
issues,250
manic,8221
warner-lambert,8532
cocom,8754
money-losing,9176
weird,9562
trademark,9508
popular,1434
gridlock,6929
died,2214
edition,2852
buildings,1636
improvements,3487
universities,5039
marketer,5451
merc,2867
games,2091
managua,9739
opec,2555
designs,4460
assistance,1954
warns,5272
unfair,3430
may,93
rafale,9309
talking,1921
construct,9647
linked,2865
tie,7186
orkem,5481
leisure,8204
tunnel,9955
chancellor,2291
fail,3377
montreal,4517
backlog,4229
backgrounds,9602
strengthened,5544
skiers,9421
wonder,2764
resilience,9801
chamber,2590
decades,3004
rolls,7117
liability,1764
journalism,6491
stamford,4193
pills,4966
poor,890
homelessness,6944
entire,1423
reflection,7098
leverage,3287
remembered,9337
emerges,7398
walter,2467
novels,7578
professor,2035
hopefully,7470
tools,3427
cathay,3249
guns,7459
throws,7185
saved,5823
sport,4801
cross,2056
lived,4936
wearing,4819
robinson,5815
longstanding,4737
natural-gas,9198
unsolicited,8503
contest,3945
unlike,1725
take,209
citibank,6807
sidhpur,9414
rothschilds,6610
particular,1478
business,85
flights,2535
vision,4398
calloway,9974
clue,8752
dialysis,8847
interviews,4926
offices,1150
founding,6912
lufkin,2927
demonstration,6838
reinforced,8358
days,171
creative,2910
williams,3778
earliest,7390
fearful,9687
fast,2480
reviews,5518
aftermath,3786
platinum,4967
affected,1700
nadeau,8253
integration,4723
guinness,5685
individuals,1329
fly,2666
first-half,5672
tries,4592
refuse,4549
dishonesty,8855
finish,5670
caught,2431
mega-issues,9149
wichita,9930
stock-index,974
guild,6452
missile,4945
excess,2086
rebates,7092
chancery,7311
signed,1198
during,198
boyer,8680
process,797
youngest,8564
last-minute,8198
rally,970
searched,9388
regulator,4353
refuge,6592
ferranti,8947
opera,7583
orthodox,9228
aerospace,1925
cat,7915
meetings,1939
directs,6855
china,637
seem,1055
deny,3467
neutrons,8257
profile,5788
buffet,9620
aged,7841
strip,2962
formerly,2390
association,441
del.,6835
kia,9986
interactive,9958
burmah,8709
clearance,4441
engelken,2662
age,1065
encouraging,3962
multiple,5462
participation,3204
contact,5623
sweep,7172
provigo,4771
things,607
issued,895
royalty,8381
intended,1935
daewoo,9977
when-issued,8544
monopoly,7561
acceptable,5053
eurodollar,8920
communities,3938
mural,7026
currencies,2380
rhetoric,5811
periods,4164
defensive,2788
widget,8547
nabisco,4003
pressured,5494
unhappy,7210
facing,2386
succession,7741
calm,8719
accept,1523
field,1103
immediately,1449
mainframes,3393
environments,8906
arkansas,4422
offered,492
based,304
dunes,8877
jim,2809
bureaucrats,5604
s&p,833
hartford,4913
waiting,1630
till,9923
columbus,6355
colonial,8757
tells,3329
competent,8765
crucial,2912
soviet,383
anywhere,4072
scowcroft,7130
annualized,3561
byrd,9624
reader,4982
cable,1263
discussed,3265
collateral,3678
soft,2693
consultants,1961
firstsouth,8951
teacher,4045
matches,9143
disarray,6392
tuesday,475
observed,4752
quotes,5208
property,813
stoltzman,6654
guide,2803
interior,5696
terrorist,9488
educated,8888
vessel,9850
hotel,1709
pesticide,7607
label,5706
poughkeepsie,9272
evenly,7408
palo,3865
format,9696
materialized,7540
warm,5044
counterpart,5628
barred,4846
pressed,5200
formally,3833
trimming,9521
generation,2171
australia,1248
v.,4396
dec,6378
blanket,8662
squibb,5016
britain,768
title,2154
did,143
vicious,8518
edelman,4466
commissions,2251
faced,2385
postpone,6166
craig,3815
ohbayashi,9220
healthy,1788
practical,5197
knocked,4501
fund-raising,8978
undermined,8494
notebook,7576
chain,1273
sisulu,8416
complain,3458
highway,1853
barbara,5305
prolonged,4972
bureaus,8707
nervousness,9204
length,6103
announcer,5901
daily,858
shop,2691
submitted,3423
pleased,3739
refiners,9327
money,161
development,442
aspirations,8628
federal,100
private-sector,4536
apparel,3343
repeated,3748
steam,4802
kkr,2618
supports,5025
tips,8468
air,450
distributed,2849
restaurants,2750
negotiating,2006
shea,8406
wherever,9854
custody,8811
total,345
disappeared,8853
rigid,5219
pace,1887
bikes,3064
main,1108
foes,8092
biotechnology,2987
hastings,3484
miller,2266
mountain-bike,7563
predecessor,5198
mgm,3202
massage,9961
protest,4345
desk,4673
changed,969
cafeteria,7301
solo,7149
closely,1101
notwithstanding,7577
dip,8851
whiskey,8545
delivering,6836
arranged,4074
cubic,4665
mystery,6128
bicycle,6775
import,2175
seattle,4790
omni,9222
harder,2539
justice,1008
imperial,3282
refinery,3118
terminals,5853
anti-abortion,5293
legitimate,4505
eduard,8887
associate,3450
waterworks,8534
titanium,8470
<eos>,2
duff,8033
revive,3316
circulated,7929
restated,4357
confusion,4246
boat,5916
burden,3157
gloomy,8110
rapid,2629
shack,7697
parkway,9239
infringement,9942
deferring,8832
52-week,7828
inspectors,8160
opposes,5754
f-14,8933
flowing,7435
conasupo,8770
post,1100
intensive,6968
railroad,3517
uncertain,3652
example,471
southwest,4573
whip,9567
counsel,2596
mazda,5453
ease,1757
acquired,742
regardless,4550
roberts,3411
disappointment,4680
abruptly,7829
frank,1642
robbed,9366
hughes,4719
duty,3471
blow,3568
produces,3514
translation,9840
schwarz,5525
connecticut,2908
revolutionary,6606
only,86
mr.,23
seeing,2887
content,5625
in-house,6472
marshall,2931
favorable,2857
processed,6171
routes,4182
pioneer,4010
greenberg,6057
composite,429
raymond,3874
conception,8772
backlogs,7872
addressed,5889
beth,8656
climb,4243
reason,881
plays,3403
dozen,1675
subsequent,3767
engaging,6884
company,37
what,114
unlikely,2364
blood,2472
cornell,7966
short,693
anniversary,5900
increasing,991
constituents,5621
shock,4564
six-month,2015
powers,3037
marking,6117
showing,1666
impeachment,4298
global,1551
slowed,3530
genentech,5133
commission,473
was,24
casting,5326
chart,5940
corner,5354
confirm,3683
linda,6109
entity,5381
obtain,2142
house-senate,3707
weakest,9852
contracts,644
singer,4567
shifting,6632
painted,7053
privilege,5497
mortgage-backed,3616
hole,5141
hooker,3706
immune,3981
courtaulds,5357
recommends,6590
beyond,1295
remaining,1435
linear,9116
case,307
christian,4648
lazard,7517
ethnic,6890
ridiculous,7113
dedicated,7990
tremor,9518
official,454
halloween,9003
runway,9814
filled,2441
units,602
likes,5168
tariff,5553
recorder,9951
including,210
confusing,6362
harmful,8125
complaints,2996
trader,1281
k.,5164
licensing,6998
prizes,7637
crashes,8800
guest,7458
severely,5827
ill.,3281
agents,2159
spielvogel,3638
interest,131
malcolm,2929
largest,413
limited,791
organization,1177
mancuso,4941
congressional,909
peaked,6561
natural,1009
bet,3155
bankruptcy-law,3244
ourselves,5187
tokyo-based,8472
mid-october,4514
exchange,111
ducks,7388
predicting,3513
pinnacle,5192
prestige,7632
shuttle,4565
made,159
westinghouse,2976
outcome,3298
hbo,4291
forgotten,6910
drug,509
initially,2094
rider,9361
nye,9214
virginia,2702
leasing,4504
donated,5107
skase,5011
career,2337
bureaucrat,8706
bears,4430
become,427
